Problem_ID,n,trig,b,problem_latex,answer_latex
IBP_n12_cos_b05_06,12,cos,5,"Evaluate the indefinite integral.

\int x^{12} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(5 x \right)}}{5} + \frac{12 x^{11} \cos{\left(5 x \right)}}{25} - \frac{132 x^{10} \sin{\left(5 x \right)}}{125} - \frac{264 x^{9} \cos{\left(5 x \right)}}{125} + \frac{2376 x^{8} \sin{\left(5 x \right)}}{625} + \frac{19008 x^{7} \cos{\left(5 x \right)}}{3125} - \frac{133056 x^{6} \sin{\left(5 x \right)}}{15625} - \frac{798336 x^{5} \cos{\left(5 x \right)}}{78125} + \frac{798336 x^{4} \sin{\left(5 x \right)}}{78125} + \frac{3193344 x^{3} \cos{\left(5 x \right)}}{390625} - \frac{9580032 x^{2} \sin{\left(5 x \right)}}{1953125} - \frac{19160064 x \cos{\left(5 x \right)}}{9765625} + \frac{19160064 \sin{\left(5 x \right)}}{48828125}
IBP_n12_cos_b02_07,12,cos,2,"Evaluate the indefinite integral.

\int x^{12} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(2 x \right)}}{2} + 3 x^{11} \cos{\left(2 x \right)} - \frac{33 x^{10} \sin{\left(2 x \right)}}{2} - \frac{165 x^{9} \cos{\left(2 x \right)}}{2} + \frac{1485 x^{8} \sin{\left(2 x \right)}}{4} + 1485 x^{7} \cos{\left(2 x \right)} - \frac{10395 x^{6} \sin{\left(2 x \right)}}{2} - \frac{31185 x^{5} \cos{\left(2 x \right)}}{2} + \frac{155925 x^{4} \sin{\left(2 x \right)}}{4} + \frac{155925 x^{3} \cos{\left(2 x \right)}}{2} - \frac{467775 x^{2} \sin{\left(2 x \right)}}{4} - \frac{467775 x \cos{\left(2 x \right)}}{4} + \frac{467775 \sin{\left(2 x \right)}}{8}
IBP_n12_cos_b04_08,12,cos,4,"Evaluate the indefinite integral.

\int x^{12} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(4 x \right)}}{4} + \frac{3 x^{11} \cos{\left(4 x \right)}}{4} - \frac{33 x^{10} \sin{\left(4 x \right)}}{16} - \frac{165 x^{9} \cos{\left(4 x \right)}}{32} + \frac{1485 x^{8} \sin{\left(4 x \right)}}{128} + \frac{1485 x^{7} \cos{\left(4 x \right)}}{64} - \frac{10395 x^{6} \sin{\left(4 x \right)}}{256} - \frac{31185 x^{5} \cos{\left(4 x \right)}}{512} + \frac{155925 x^{4} \sin{\left(4 x \right)}}{2048} + \frac{155925 x^{3} \cos{\left(4 x \right)}}{2048} - \frac{467775 x^{2} \sin{\left(4 x \right)}}{8192} - \frac{467775 x \cos{\left(4 x \right)}}{16384} + \frac{467775 \sin{\left(4 x \right)}}{65536}
IBP_n12_cos_b09_09,12,cos,9,"Evaluate the indefinite integral.

\int x^{12} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{12} \sin{\left(9 x \right)}}{9} + \frac{4 x^{11} \cos{\left(9 x \right)}}{27} - \frac{44 x^{10} \sin{\left(9 x \right)}}{243} - \frac{440 x^{9} \cos{\left(9 x \right)}}{2187} + \frac{440 x^{8} \sin{\left(9 x \right)}}{2187} + \frac{3520 x^{7} \cos{\left(9 x \right)}}{19683} - \frac{24640 x^{6} \sin{\left(9 x \right)}}{177147} - \frac{49280 x^{5} \cos{\left(9 x \right)}}{531441} + \frac{246400 x^{4} \sin{\left(9 x \right)}}{4782969} + \frac{985600 x^{3} \cos{\left(9 x \right)}}{43046721} - \frac{985600 x^{2} \sin{\left(9 x \right)}}{129140163} - \frac{1971200 x \cos{\left(9 x \right)}}{1162261467} + \frac{1971200 \sin{\left(9 x \right)}}{10460353203}
IBP_n13_sin_b01_00,13,sin,1,"Evaluate the indefinite integral.

\int x^{13} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{13} \cos{\left(x \right)} + 13 x^{12} \sin{\left(x \right)} + 156 x^{11} \cos{\left(x \right)} - 1716 x^{10} \sin{\left(x \right)} - 17160 x^{9} \cos{\left(x \right)} + 154440 x^{8} \sin{\left(x \right)} + 1235520 x^{7} \cos{\left(x \right)} - 8648640 x^{6} \sin{\left(x \right)} - 51891840 x^{5} \cos{\left(x \right)} + 259459200 x^{4} \sin{\left(x \right)} + 1037836800 x^{3} \cos{\left(x \right)} - 3113510400 x^{2} \sin{\left(x \right)} - 6227020800 x \cos{\left(x \right)} + 6227020800 \sin{\left(x \right)}
IBP_n13_sin_b05_01,13,sin,5,"Evaluate the indefinite integral.

\int x^{13} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(5 x \right)}}{5} + \frac{13 x^{12} \sin{\left(5 x \right)}}{25} + \frac{156 x^{11} \cos{\left(5 x \right)}}{125} - \frac{1716 x^{10} \sin{\left(5 x \right)}}{625} - \frac{3432 x^{9} \cos{\left(5 x \right)}}{625} + \frac{30888 x^{8} \sin{\left(5 x \right)}}{3125} + \frac{247104 x^{7} \cos{\left(5 x \right)}}{15625} - \frac{1729728 x^{6} \sin{\left(5 x \right)}}{78125} - \frac{10378368 x^{5} \cos{\left(5 x \right)}}{390625} + \frac{10378368 x^{4} \sin{\left(5 x \right)}}{390625} + \frac{41513472 x^{3} \cos{\left(5 x \right)}}{1953125} - \frac{124540416 x^{2} \sin{\left(5 x \right)}}{9765625} - \frac{249080832 x \cos{\left(5 x \right)}}{48828125} + \frac{249080832 \sin{\left(5 x \right)}}{244140625}
IBP_n13_sin_b04_02,13,sin,4,"Evaluate the indefinite integral.

\int x^{13} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(4 x \right)}}{4} + \frac{13 x^{12} \sin{\left(4 x \right)}}{16} + \frac{39 x^{11} \cos{\left(4 x \right)}}{16} - \frac{429 x^{10} \sin{\left(4 x \right)}}{64} - \frac{2145 x^{9} \cos{\left(4 x \right)}}{128} + \frac{19305 x^{8} \sin{\left(4 x \right)}}{512} + \frac{19305 x^{7} \cos{\left(4 x \right)}}{256} - \frac{135135 x^{6} \sin{\left(4 x \right)}}{1024} - \frac{405405 x^{5} \cos{\left(4 x \right)}}{2048} + \frac{2027025 x^{4} \sin{\left(4 x \right)}}{8192} + \frac{2027025 x^{3} \cos{\left(4 x \right)}}{8192} - \frac{6081075 x^{2} \sin{\left(4 x \right)}}{32768} - \frac{6081075 x \cos{\left(4 x \right)}}{65536} + \frac{6081075 \sin{\left(4 x \right)}}{262144}
IBP_n13_sin_b06_03,13,sin,6,"Evaluate the indefinite integral.

\int x^{13} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(6 x \right)}}{6} + \frac{13 x^{12} \sin{\left(6 x \right)}}{36} + \frac{13 x^{11} \cos{\left(6 x \right)}}{18} - \frac{143 x^{10} \sin{\left(6 x \right)}}{108} - \frac{715 x^{9} \cos{\left(6 x \right)}}{324} + \frac{715 x^{8} \sin{\left(6 x \right)}}{216} + \frac{715 x^{7} \cos{\left(6 x \right)}}{162} - \frac{5005 x^{6} \sin{\left(6 x \right)}}{972} - \frac{5005 x^{5} \cos{\left(6 x \right)}}{972} + \frac{25025 x^{4} \sin{\left(6 x \right)}}{5832} + \frac{25025 x^{3} \cos{\left(6 x \right)}}{8748} - \frac{25025 x^{2} \sin{\left(6 x \right)}}{17496} - \frac{25025 x \cos{\left(6 x \right)}}{52488} + \frac{25025 \sin{\left(6 x \right)}}{314928}
IBP_n13_sin_b08_04,13,sin,8,"Evaluate the indefinite integral.

\int x^{13} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(8 x \right)}}{8} + \frac{13 x^{12} \sin{\left(8 x \right)}}{64} + \frac{39 x^{11} \cos{\left(8 x \right)}}{128} - \frac{429 x^{10} \sin{\left(8 x \right)}}{1024} - \frac{2145 x^{9} \cos{\left(8 x \right)}}{4096} + \frac{19305 x^{8} \sin{\left(8 x \right)}}{32768} + \frac{19305 x^{7} \cos{\left(8 x \right)}}{32768} - \frac{135135 x^{6} \sin{\left(8 x \right)}}{262144} - \frac{405405 x^{5} \cos{\left(8 x \right)}}{1048576} + \frac{2027025 x^{4} \sin{\left(8 x \right)}}{8388608} + \frac{2027025 x^{3} \cos{\left(8 x \right)}}{16777216} - \frac{6081075 x^{2} \sin{\left(8 x \right)}}{134217728} - \frac{6081075 x \cos{\left(8 x \right)}}{536870912} + \frac{6081075 \sin{\left(8 x \right)}}{4294967296}
IBP_n13_sin_b02_05,13,sin,2,"Evaluate the indefinite integral.

\int x^{13} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(2 x \right)}}{2} + \frac{13 x^{12} \sin{\left(2 x \right)}}{4} + \frac{39 x^{11} \cos{\left(2 x \right)}}{2} - \frac{429 x^{10} \sin{\left(2 x \right)}}{4} - \frac{2145 x^{9} \cos{\left(2 x \right)}}{4} + \frac{19305 x^{8} \sin{\left(2 x \right)}}{8} + \frac{19305 x^{7} \cos{\left(2 x \right)}}{2} - \frac{135135 x^{6} \sin{\left(2 x \right)}}{4} - \frac{405405 x^{5} \cos{\left(2 x \right)}}{4} + \frac{2027025 x^{4} \sin{\left(2 x \right)}}{8} + \frac{2027025 x^{3} \cos{\left(2 x \right)}}{4} - \frac{6081075 x^{2} \sin{\left(2 x \right)}}{8} - \frac{6081075 x \cos{\left(2 x \right)}}{8} + \frac{6081075 \sin{\left(2 x \right)}}{16}
IBP_n13_sin_b07_06,13,sin,7,"Evaluate the indefinite integral.

\int x^{13} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(7 x \right)}}{7} + \frac{13 x^{12} \sin{\left(7 x \right)}}{49} + \frac{156 x^{11} \cos{\left(7 x \right)}}{343} - \frac{1716 x^{10} \sin{\left(7 x \right)}}{2401} - \frac{17160 x^{9} \cos{\left(7 x \right)}}{16807} + \frac{154440 x^{8} \sin{\left(7 x \right)}}{117649} + \frac{1235520 x^{7} \cos{\left(7 x \right)}}{823543} - \frac{1235520 x^{6} \sin{\left(7 x \right)}}{823543} - \frac{7413120 x^{5} \cos{\left(7 x \right)}}{5764801} + \frac{37065600 x^{4} \sin{\left(7 x \right)}}{40353607} + \frac{148262400 x^{3} \cos{\left(7 x \right)}}{282475249} - \frac{444787200 x^{2} \sin{\left(7 x \right)}}{1977326743} - \frac{889574400 x \cos{\left(7 x \right)}}{13841287201} + \frac{889574400 \sin{\left(7 x \right)}}{96889010407}
IBP_n13_sin_b09_07,13,sin,9,"Evaluate the indefinite integral.

\int x^{13} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(9 x \right)}}{9} + \frac{13 x^{12} \sin{\left(9 x \right)}}{81} + \frac{52 x^{11} \cos{\left(9 x \right)}}{243} - \frac{572 x^{10} \sin{\left(9 x \right)}}{2187} - \frac{5720 x^{9} \cos{\left(9 x \right)}}{19683} + \frac{5720 x^{8} \sin{\left(9 x \right)}}{19683} + \frac{45760 x^{7} \cos{\left(9 x \right)}}{177147} - \frac{320320 x^{6} \sin{\left(9 x \right)}}{1594323} - \frac{640640 x^{5} \cos{\left(9 x \right)}}{4782969} + \frac{3203200 x^{4} \sin{\left(9 x \right)}}{43046721} + \frac{12812800 x^{3} \cos{\left(9 x \right)}}{387420489} - \frac{12812800 x^{2} \sin{\left(9 x \right)}}{1162261467} - \frac{25625600 x \cos{\left(9 x \right)}}{10460353203} + \frac{25625600 \sin{\left(9 x \right)}}{94143178827}
IBP_n13_sin_b10_08,13,sin,10,"Evaluate the indefinite integral.

\int x^{13} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(10 x \right)}}{10} + \frac{13 x^{12} \sin{\left(10 x \right)}}{100} + \frac{39 x^{11} \cos{\left(10 x \right)}}{250} - \frac{429 x^{10} \sin{\left(10 x \right)}}{2500} - \frac{429 x^{9} \cos{\left(10 x \right)}}{2500} + \frac{3861 x^{8} \sin{\left(10 x \right)}}{25000} + \frac{3861 x^{7} \cos{\left(10 x \right)}}{31250} - \frac{27027 x^{6} \sin{\left(10 x \right)}}{312500} - \frac{81081 x^{5} \cos{\left(10 x \right)}}{1562500} + \frac{81081 x^{4} \sin{\left(10 x \right)}}{3125000} + \frac{81081 x^{3} \cos{\left(10 x \right)}}{7812500} - \frac{243243 x^{2} \sin{\left(10 x \right)}}{78125000} - \frac{243243 x \cos{\left(10 x \right)}}{390625000} + \frac{243243 \sin{\left(10 x \right)}}{3906250000}
IBP_n13_sin_b03_09,13,sin,3,"Evaluate the indefinite integral.

\int x^{13} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{13} \cos{\left(3 x \right)}}{3} + \frac{13 x^{12} \sin{\left(3 x \right)}}{9} + \frac{52 x^{11} \cos{\left(3 x \right)}}{9} - \frac{572 x^{10} \sin{\left(3 x \right)}}{27} - \frac{5720 x^{9} \cos{\left(3 x \right)}}{81} + \frac{5720 x^{8} \sin{\left(3 x \right)}}{27} + \frac{45760 x^{7} \cos{\left(3 x \right)}}{81} - \frac{320320 x^{6} \sin{\left(3 x \right)}}{243} - \frac{640640 x^{5} \cos{\left(3 x \right)}}{243} + \frac{3203200 x^{4} \sin{\left(3 x \right)}}{729} + \frac{12812800 x^{3} \cos{\left(3 x \right)}}{2187} - \frac{12812800 x^{2} \sin{\left(3 x \right)}}{2187} - \frac{25625600 x \cos{\left(3 x \right)}}{6561} + \frac{25625600 \sin{\left(3 x \right)}}{19683}
IBP_n13_cos_b05_00,13,cos,5,"Evaluate the indefinite integral.

\int x^{13} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(5 x \right)}}{5} + \frac{13 x^{12} \cos{\left(5 x \right)}}{25} - \frac{156 x^{11} \sin{\left(5 x \right)}}{125} - \frac{1716 x^{10} \cos{\left(5 x \right)}}{625} + \frac{3432 x^{9} \sin{\left(5 x \right)}}{625} + \frac{30888 x^{8} \cos{\left(5 x \right)}}{3125} - \frac{247104 x^{7} \sin{\left(5 x \right)}}{15625} - \frac{1729728 x^{6} \cos{\left(5 x \right)}}{78125} + \frac{10378368 x^{5} \sin{\left(5 x \right)}}{390625} + \frac{10378368 x^{4} \cos{\left(5 x \right)}}{390625} - \frac{41513472 x^{3} \sin{\left(5 x \right)}}{1953125} - \frac{124540416 x^{2} \cos{\left(5 x \right)}}{9765625} + \frac{249080832 x \sin{\left(5 x \right)}}{48828125} + \frac{249080832 \cos{\left(5 x \right)}}{244140625}
IBP_n13_cos_b07_01,13,cos,7,"Evaluate the indefinite integral.

\int x^{13} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(7 x \right)}}{7} + \frac{13 x^{12} \cos{\left(7 x \right)}}{49} - \frac{156 x^{11} \sin{\left(7 x \right)}}{343} - \frac{1716 x^{10} \cos{\left(7 x \right)}}{2401} + \frac{17160 x^{9} \sin{\left(7 x \right)}}{16807} + \frac{154440 x^{8} \cos{\left(7 x \right)}}{117649} - \frac{1235520 x^{7} \sin{\left(7 x \right)}}{823543} - \frac{1235520 x^{6} \cos{\left(7 x \right)}}{823543} + \frac{7413120 x^{5} \sin{\left(7 x \right)}}{5764801} + \frac{37065600 x^{4} \cos{\left(7 x \right)}}{40353607} - \frac{148262400 x^{3} \sin{\left(7 x \right)}}{282475249} - \frac{444787200 x^{2} \cos{\left(7 x \right)}}{1977326743} + \frac{889574400 x \sin{\left(7 x \right)}}{13841287201} + \frac{889574400 \cos{\left(7 x \right)}}{96889010407}
IBP_n13_cos_b01_02,13,cos,1,"Evaluate the indefinite integral.

\int x^{13} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{13} \sin{\left(x \right)} + 13 x^{12} \cos{\left(x \right)} - 156 x^{11} \sin{\left(x \right)} - 1716 x^{10} \cos{\left(x \right)} + 17160 x^{9} \sin{\left(x \right)} + 154440 x^{8} \cos{\left(x \right)} - 1235520 x^{7} \sin{\left(x \right)} - 8648640 x^{6} \cos{\left(x \right)} + 51891840 x^{5} \sin{\left(x \right)} + 259459200 x^{4} \cos{\left(x \right)} - 1037836800 x^{3} \sin{\left(x \right)} - 3113510400 x^{2} \cos{\left(x \right)} + 6227020800 x \sin{\left(x \right)} + 6227020800 \cos{\left(x \right)}
IBP_n13_cos_b02_03,13,cos,2,"Evaluate the indefinite integral.

\int x^{13} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(2 x \right)}}{2} + \frac{13 x^{12} \cos{\left(2 x \right)}}{4} - \frac{39 x^{11} \sin{\left(2 x \right)}}{2} - \frac{429 x^{10} \cos{\left(2 x \right)}}{4} + \frac{2145 x^{9} \sin{\left(2 x \right)}}{4} + \frac{19305 x^{8} \cos{\left(2 x \right)}}{8} - \frac{19305 x^{7} \sin{\left(2 x \right)}}{2} - \frac{135135 x^{6} \cos{\left(2 x \right)}}{4} + \frac{405405 x^{5} \sin{\left(2 x \right)}}{4} + \frac{2027025 x^{4} \cos{\left(2 x \right)}}{8} - \frac{2027025 x^{3} \sin{\left(2 x \right)}}{4} - \frac{6081075 x^{2} \cos{\left(2 x \right)}}{8} + \frac{6081075 x \sin{\left(2 x \right)}}{8} + \frac{6081075 \cos{\left(2 x \right)}}{16}
IBP_n13_cos_b04_04,13,cos,4,"Evaluate the indefinite integral.

\int x^{13} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(4 x \right)}}{4} + \frac{13 x^{12} \cos{\left(4 x \right)}}{16} - \frac{39 x^{11} \sin{\left(4 x \right)}}{16} - \frac{429 x^{10} \cos{\left(4 x \right)}}{64} + \frac{2145 x^{9} \sin{\left(4 x \right)}}{128} + \frac{19305 x^{8} \cos{\left(4 x \right)}}{512} - \frac{19305 x^{7} \sin{\left(4 x \right)}}{256} - \frac{135135 x^{6} \cos{\left(4 x \right)}}{1024} + \frac{405405 x^{5} \sin{\left(4 x \right)}}{2048} + \frac{2027025 x^{4} \cos{\left(4 x \right)}}{8192} - \frac{2027025 x^{3} \sin{\left(4 x \right)}}{8192} - \frac{6081075 x^{2} \cos{\left(4 x \right)}}{32768} + \frac{6081075 x \sin{\left(4 x \right)}}{65536} + \frac{6081075 \cos{\left(4 x \right)}}{262144}
IBP_n13_cos_b08_05,13,cos,8,"Evaluate the indefinite integral.

\int x^{13} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(8 x \right)}}{8} + \frac{13 x^{12} \cos{\left(8 x \right)}}{64} - \frac{39 x^{11} \sin{\left(8 x \right)}}{128} - \frac{429 x^{10} \cos{\left(8 x \right)}}{1024} + \frac{2145 x^{9} \sin{\left(8 x \right)}}{4096} + \frac{19305 x^{8} \cos{\left(8 x \right)}}{32768} - \frac{19305 x^{7} \sin{\left(8 x \right)}}{32768} - \frac{135135 x^{6} \cos{\left(8 x \right)}}{262144} + \frac{405405 x^{5} \sin{\left(8 x \right)}}{1048576} + \frac{2027025 x^{4} \cos{\left(8 x \right)}}{8388608} - \frac{2027025 x^{3} \sin{\left(8 x \right)}}{16777216} - \frac{6081075 x^{2} \cos{\left(8 x \right)}}{134217728} + \frac{6081075 x \sin{\left(8 x \right)}}{536870912} + \frac{6081075 \cos{\left(8 x \right)}}{4294967296}
IBP_n13_cos_b03_06,13,cos,3,"Evaluate the indefinite integral.

\int x^{13} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(3 x \right)}}{3} + \frac{13 x^{12} \cos{\left(3 x \right)}}{9} - \frac{52 x^{11} \sin{\left(3 x \right)}}{9} - \frac{572 x^{10} \cos{\left(3 x \right)}}{27} + \frac{5720 x^{9} \sin{\left(3 x \right)}}{81} + \frac{5720 x^{8} \cos{\left(3 x \right)}}{27} - \frac{45760 x^{7} \sin{\left(3 x \right)}}{81} - \frac{320320 x^{6} \cos{\left(3 x \right)}}{243} + \frac{640640 x^{5} \sin{\left(3 x \right)}}{243} + \frac{3203200 x^{4} \cos{\left(3 x \right)}}{729} - \frac{12812800 x^{3} \sin{\left(3 x \right)}}{2187} - \frac{12812800 x^{2} \cos{\left(3 x \right)}}{2187} + \frac{25625600 x \sin{\left(3 x \right)}}{6561} + \frac{25625600 \cos{\left(3 x \right)}}{19683}
IBP_n13_cos_b10_07,13,cos,10,"Evaluate the indefinite integral.

\int x^{13} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(10 x \right)}}{10} + \frac{13 x^{12} \cos{\left(10 x \right)}}{100} - \frac{39 x^{11} \sin{\left(10 x \right)}}{250} - \frac{429 x^{10} \cos{\left(10 x \right)}}{2500} + \frac{429 x^{9} \sin{\left(10 x \right)}}{2500} + \frac{3861 x^{8} \cos{\left(10 x \right)}}{25000} - \frac{3861 x^{7} \sin{\left(10 x \right)}}{31250} - \frac{27027 x^{6} \cos{\left(10 x \right)}}{312500} + \frac{81081 x^{5} \sin{\left(10 x \right)}}{1562500} + \frac{81081 x^{4} \cos{\left(10 x \right)}}{3125000} - \frac{81081 x^{3} \sin{\left(10 x \right)}}{7812500} - \frac{243243 x^{2} \cos{\left(10 x \right)}}{78125000} + \frac{243243 x \sin{\left(10 x \right)}}{390625000} + \frac{243243 \cos{\left(10 x \right)}}{3906250000}
IBP_n13_cos_b06_08,13,cos,6,"Evaluate the indefinite integral.

\int x^{13} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(6 x \right)}}{6} + \frac{13 x^{12} \cos{\left(6 x \right)}}{36} - \frac{13 x^{11} \sin{\left(6 x \right)}}{18} - \frac{143 x^{10} \cos{\left(6 x \right)}}{108} + \frac{715 x^{9} \sin{\left(6 x \right)}}{324} + \frac{715 x^{8} \cos{\left(6 x \right)}}{216} - \frac{715 x^{7} \sin{\left(6 x \right)}}{162} - \frac{5005 x^{6} \cos{\left(6 x \right)}}{972} + \frac{5005 x^{5} \sin{\left(6 x \right)}}{972} + \frac{25025 x^{4} \cos{\left(6 x \right)}}{5832} - \frac{25025 x^{3} \sin{\left(6 x \right)}}{8748} - \frac{25025 x^{2} \cos{\left(6 x \right)}}{17496} + \frac{25025 x \sin{\left(6 x \right)}}{52488} + \frac{25025 \cos{\left(6 x \right)}}{314928}
IBP_n13_cos_b09_09,13,cos,9,"Evaluate the indefinite integral.

\int x^{13} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{13} \sin{\left(9 x \right)}}{9} + \frac{13 x^{12} \cos{\left(9 x \right)}}{81} - \frac{52 x^{11} \sin{\left(9 x \right)}}{243} - \frac{572 x^{10} \cos{\left(9 x \right)}}{2187} + \frac{5720 x^{9} \sin{\left(9 x \right)}}{19683} + \frac{5720 x^{8} \cos{\left(9 x \right)}}{19683} - \frac{45760 x^{7} \sin{\left(9 x \right)}}{177147} - \frac{320320 x^{6} \cos{\left(9 x \right)}}{1594323} + \frac{640640 x^{5} \sin{\left(9 x \right)}}{4782969} + \frac{3203200 x^{4} \cos{\left(9 x \right)}}{43046721} - \frac{12812800 x^{3} \sin{\left(9 x \right)}}{387420489} - \frac{12812800 x^{2} \cos{\left(9 x \right)}}{1162261467} + \frac{25625600 x \sin{\left(9 x \right)}}{10460353203} + \frac{25625600 \cos{\left(9 x \right)}}{94143178827}
IBP_n14_sin_b09_00,14,sin,9,"Evaluate the indefinite integral.

\int x^{14} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{14} \cos{\left(9 x \right)}}{9} + \frac{14 x^{13} \sin{\left(9 x \right)}}{81} + \frac{182 x^{12} \cos{\left(9 x \right)}}{729} - \frac{728 x^{11} \sin{\left(9 x \right)}}{2187} - \frac{8008 x^{10} \cos{\left(9 x \right)}}{19683} + \frac{80080 x^{9} \sin{\left(9 x \right)}}{177147} + \frac{80080 x^{8} \cos{\left(9 x \right)}}{177147} - \frac{640640 x^{7} \sin{\left(9 x \right)}}{1594323} - \frac{4484480 x^{6} \cos{\left(9 x \right)}}{14348907} + \frac{8968960 x^{5} \sin{\left(9 x \right)}}{43046721} + \frac{44844800 x^{4} \cos{\left(9 x \right)}}{387420489} - \frac{179379200 x^{3} \sin{\left(9 x \right)}}{3486784401} - \frac{179379200 x^{2} \cos{\left(9 x \right)}}{10460353203} + \frac{358758400 x \sin{\left(9 x \right)}}{94143178827} + \frac{358758400 \cos{\left(9 x \right)}}{847288609443}
